record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,price_msp_gap,below_supplied_msp,date_status,mandi_id_status,district_status,msp_comparison_status,source_record_id,source_date,source_mandi_id,source_district,source_crop_name,source_min_price,source_max_price,source_modal_price,source_msp
PR006119,2026-07-15,MANDI015,Bathinda,Wheat,2058.38,2537.76,NA,2275.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR006119,15.07.2026,M015,Jalandhar,Kanak,2058.38,"₹2,537.76",,"INR 2,275"
PR010875,2026-07-09,MANDI053,Saharanpur,Wheat,2249.907479072419,2544.35222883443,2397.13,2275.0,122.13000000000011,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010875,2026/07/09,MANDI053,Moga,WHEAT,2249.907479072419,2544.35222883443,2397.13,"INR 2,275"
PR011505,2026-07-30,MANDI046,NA,Rice,1906.0,2082.0,1993.8678056837496,2183.0,-189.13219431625043,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR011505,07-30-2026,MANDI-046,Moga,Rice,"INR 1,906","INR 2,082",1993.8678056837498,"Rs. 2,183"
PR002416,2026-08-15,MANDI002,Ludhiana,Wheat,2199.85,2445.764653610844,2322.81,2275.0,47.809999999999945,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002416,08-15-2026,mandi_002,Sirsa,गेहूं,2199.85,2445.764653610844,2322.81,2275
PR011979,2026-07-22,MANDI014,Patiala,Mustard,5291.0,6134.43,5712.81,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR011979,2026/07/22,MANDI-014,Amritsar,Sarso,"Rs. 5,291","6,134.43/-","₹5,712.81",
PR006442,2026-03-03,MANDI027,Hisar,Maize,1873.0,2151.9,NA,2090.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR006442,03-Mar-2026,MANDI027,Jalandhar,corn,"INR 1,873","₹2,151.90",,"₹2,090.00"
PR002491,2026-06-15,MANDI021,Ferozepur,Maize,1857.47,2092.94,1975.0,2090.0,-115.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002491,15/06/2026,MANDI021,Bathinda,corn,"1,857.47/-","2,092.94/-","INR 1,975","2,090.00/-"
PR011497,2026-01-15,MANDI030,Sirsa,Mustard,4891.0,5367.0,5129.208231076435,5650.0,-520.7917689235646,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR011497,15/01/2026,mandi030,,Sarso,"INR 4,891","Rs. 5,367",5129.208231076435,5650
PR001389,2026-01-15,MANDI043,Agra,Rice,NA,2350.59,2203.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001389,15-Jan-2026,mandi_043,Sirsa,Paddy,,2350.59,"Rs. 2,203",
PR002121,2026-07-08,MANDI029,SIRSA,Sugarcane,3447.0,3863.0,3655.19,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR002121,2026-07-08,MANDI-029,Hisar,Ganne,"INR 3,447","INR 3,863",3655.19,
PR009714,2026-03-25,MANDI001,ludhiana,Sugarcane,3236.0,3735.0,3485.49,3500.0,-14.510000000000218,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009714,2026/03/25,mandi_001,Ambala,Ganne,"INR 3,236","INR 3,735",3485.49,3500
PR004187,2026-01-15,MANDI018,MOGA,Wheat,2208.0,2628.6871512360444,2418.0,2275.0,143.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004187,2026-01-15,MANDI018,Patiala,GEHUN,"INR 2,208",2628.6871512360444,"Rs. 2,418",2275
PR001382,2026-03-19,MANDI055,Bareilly,Mustard,5748.0,7087.26,6417.631030897395,5650.0,767.6310308973952,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001382,19.03.2026,mandi_055,Fatehabad,Sarso,"₹5,748.00","₹7,087.26",6417.631030897395,"Rs. 5,650"
PR000824,2026-08-29,MANDI025,karnal,Rice,NA,2283.0,2188.995525674727,2183.0,5.995525674727105,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000824,08-29-2026,MANDI025,Ludhiana,Chawal,,"Rs. 2,283",2188.995525674727,2183
PR009154,2026-02-21,MANDI038,Kurukshetra,Mustard,4841.54,5113.35,4977.0,5650.0,-673.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009154,21/02/2026,M038,Amritsar,Sarson,4841.54,5113.35,"Rs. 4,977","5,650.00/-"
PR003896,2026-01-05,MANDI003,Ludhiana,Maize,1992.16,NA,2230.27,2090.0,140.26999999999998,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003896,01-05-2026,MANDI003,Ambala,Makki,"1,992.16/-",,"₹2,230.27","₹2,090.00"
PR001621,2026-06-02,MANDI038,Kurukshetra,Sugarcane,3598.0,4069.49,3833.54,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001621,2026/06/02,MANDI038,Hisar,Ganna,"Rs. 3,598","₹4,069.49",3833.54,
PR009463,2026-02-07,MANDI045,Meerut,Maize,1894.0,2230.6579046551783,2062.36,2090.0,-27.639999999999873,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009463,2026-02-07,MANDI045,Patiala,corn,"Rs. 1,894",2230.6579046551783,"2,062.36/-","₹2,090.00"
PR010396,2026-01-08,MANDI012,Patiala,Mustard,5684.0,6741.84,6213.0,5650.0,563.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010396,01-08-2026,MANDI012,Hisar,Sarson,"Rs. 5,684",6741.84,"Rs. 6,213","₹5,650.00"
PR002678,2026-01-13,MANDI030,Sirsa,Wheat,2176.47,2347.02,2261.75,2275.0,-13.25,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002678,2026-01-13,030,Amritsar,WHEAT,"₹2,176.47",2347.02,"2,261.75/-","Rs. 2,275"
PR007289,2026-08-21,MANDI033,AMBALA,Sugarcane,3675.0,4341.0,4007.82,3500.0,507.82000000000016,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007289,21/08/2026,MANDI033,Moga,Sugarcane,"Rs. 3,675","Rs. 4,341","₹4,007.82","₹3,500.00"
PR000250,2026-05-17,MANDI036,KURUKSHETRA,Cotton,6876.71,7243.0,7060.088880584394,6620.0,440.08888058439425,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000250,05-17-2026,MANDI-036,NA,Cotton,"₹6,876.71","Rs. 7,243",7060.088880584394,6620
PR010868,2026-06-10,MANDI023,KARNAL,Mustard,5037.0,NA,5397.12,5650.0,-252.8800000000001,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010868,2026/06/10,023,Ludhiana,Sarso,"INR 5,037",,"₹5,397.12",5650
PR011636,2026-03-30,MANDI019,Moga,Maize,1875.2,2157.7,2016.0,2090.0,-74.0,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR011636,30/03/2026,M019,,Corn,1875.2,2157.7,"Rs. 2,016","2,090.00/-"
PR008330,2026-09-03,NA,NA,Maize,2159.79,2676.64,2418.2164987372216,2090.0,328.2164987372216,False,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR008330,09-03-2026,NA,Moga,corn,"₹2,159.79",2676.64,2418.2164987372216,"Rs. 2,090"
PR008356,2026-01-17,MANDI014,Patiala,Mustard,5685.51,6719.101201418305,6202.31,5650.0,552.3100000000004,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008356,2026-01-17,MANDI014,Karnal,Sarson,"5,685.51/-",6719.101201418305,"₹6,202.31","5,650.00/-"
PR004685,2026-06-01,MANDI004,Ludhiana,Sugarcane,3396.99,3798.0,3597.5886730294324,3500.0,97.58867302943236,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004685,06-01-2026,M004,Moga,Ganna,3396.99,"Rs. 3,798",3597.5886730294324,3500
PR011819,2026-04-23,MANDI045,Meerut,Wheat,2013.34,2453.0,2233.28,2275.0,-41.7199999999998,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011819,04-23-2026,M045,Ludhiana,गेहूं,"2,013.34/-","INR 2,453",2233.28,2275
PR000152,2026-01-18,MANDI044,Agra,Cotton,5885.22,7280.63,6583.0,6620.0,-37.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000152,2026-01-18,MANDI-044,Hisar,कपास,"₹5,885.22","₹7,280.63","INR 6,583","Rs. 6,620"
PR010618,2026-08-19,MANDI022,Karnal,Mustard,4992.0,5853.75,NA,5650.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR010618,19-Aug-2026,MANDI-022,Moga,mustard,"INR 4,992",5853.75,,"₹5,650.00"
PR004541,2026-02-21,MANDI021,Ferozepur,Rice,2182.3,2323.81,2253.054325318163,2183.0,70.05432531816314,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004541,2026-02-21,MANDI021,Hisar,धान,2182.3,"2,323.81/-",2253.054325318163,"INR 2,183"
PR000664,2026-06-10,MANDI006,Amritsar,Sugarcane,3088.63,3770.33,3429.0,3500.0,-71.0,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000664,10/06/2026,M006,Karnal,Sugarcane,3088.63,"₹3,770.33","INR 3,429","₹3,500.00"
PR003741,2026-03-24,MANDI031,Sirsa,Maize,2166.89,2507.68,2337.0,2090.0,247.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003741,24.03.2026,MANDI031,Moga,मक्का,2166.89,"₹2,507.68","INR 2,337","Rs. 2,090"
PR002501,2026-05-11,MANDI032,NA,Maize,2086.65,2608.0,2347.46,NA,NA,NA,Parsed: unambiguous,Matched,Unresolved: district missing in master,Unavailable: missing MSP,PR002501,2026-05-11,MANDI032,Sirsa,corn,2086.65,"Rs. 2,608","₹2,347.46",
PR001981,2026-01-23,MANDI019,Moga,Maize,2137.29,2315.15,2226.22,2090.0,136.2199999999998,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR001981,01-23-2026,mandi019,,मक्का,2137.29,2315.15,2226.22,"2,090.00/-"
PR002821,2026-06-09,MANDI057,Bareilly,Mustard,NA,5771.0,5293.0,5650.0,-357.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002821,2026-06-09,MANDI057,Kurukshetra,सरसों,,"INR 5,771","INR 5,293","₹5,650.00"
PR003312,2026-02-25,MANDI030,Sirsa,Sugarcane,3494.84,4218.5,3856.67,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR003312,2026-02-25,mandi_030,Patiala,Ganna,3494.84,"4,218.50/-",3856.67,
PR010423,2026-07-21,MANDI046,NA,Sugarcane,3297.0,3956.0,3626.31,3500.0,126.30999999999995,False,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR010423,2026/07/21,mandi_046,Moga,Sugarcane,"INR 3,297","Rs. 3,956","₹3,626.31","Rs. 3,500"
PR006848,2026-01-18,MANDI009,Jalandhar,Sugarcane,3230.97,3698.0,3464.31,3500.0,-35.690000000000055,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006848,2026/01/18,MANDI-009,Sirsa,Ganne,"₹3,230.97","INR 3,698","3,464.31/-",3500
PR007190,2026-03-19,NA,NA,Wheat,NA,2216.1,2106.57,2275.0,-168.42999999999984,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR007190,03-19-2026,NA,Bathinda,WHEAT,,"2,216.10/-",2106.57,"₹2,275.00"
PR006777,2026-08-10,MANDI056,Bareilly,Cotton,6026.45,7141.34,6583.9,6620.0,-36.100000000000364,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006777,10-Aug-2026,mandi_056,Hisar,cotton,"₹6,026.45",7141.34,6583.9,6620
PR003023,2026-09-04,MANDI033,AMBALA,Sugarcane,3124.78,3391.19,3257.98,3500.0,-242.01999999999998,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003023,04/09/2026,MANDI033,Kurukshetra,sugarcane,"₹3,124.78",3391.19,"3,257.98/-","₹3,500.00"
PR006874,2026-03-23,MANDI032,NA,Mustard,5120.43,5694.85,5407.64,5650.0,-242.35999999999967,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR006874,03-23-2026,M032,Ludhiana,mustard,"5,120.43/-","₹5,694.85","₹5,407.64","₹5,650.00"
PR001292,2026-01-03,NA,NA,Maize,1855.57,2261.14,2058.0,2090.0,-32.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR001292,03-Jan-2026,NA,Patiala,मक्का,"₹1,855.57","₹2,261.14","Rs. 2,058","INR 2,090"
PR004817,2026-07-02,MANDI012,Patiala,Sugarcane,3040.79,3341.6501251545674,3191.22,3500.0,-308.7800000000002,True,Parsed: assumed format by separator,Matched,Agrees with master,Compared: common basis implied by challenge,PR004817,02.07.2026,mandi_012,Patiala,गन्ना,"₹3,040.79",3341.6501251545674,"₹3,191.22","INR 3,500"
PR004833,2026-07-21,MANDI034,Ambala,Wheat,1980.33,2380.0,2180.12,2275.0,-94.88000000000011,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR004833,21.07.2026,mandi_034,,गेहूं,1980.33,"INR 2,380",2180.12,"₹2,275.00"
PR005939,2026-01-19,MANDI004,Ludhiana,Sugarcane,3499.47,3756.93,3628.2,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR005939,19.01.2026,MANDI004,Karnal,Ganne,3499.47,"3,756.93/-",3628.2,
PR006064,2026-09-04,MANDI052,Saharanpur,Cotton,5657.0,5945.0,5801.29,6620.0,-818.71,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006064,04.09.2026,052,Hisar,cotton,"INR 5,657","INR 5,945",5801.29,"Rs. 6,620"
PR001404,2026-03-21,MANDI030,Sirsa,Maize,2034.22,2511.0,2272.44,2090.0,182.44000000000005,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001404,21.03.2026,MANDI-030,Hisar,Corn,2034.22,"INR 2,511","₹2,272.44","INR 2,090"
PR007082,2026-06-11,MANDI010,Jalandhar,Sugarcane,3672.7,4432.0,4052.0,3500.0,552.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007082,11.06.2026,MANDI010,Karnal,गन्ना,3672.7,4432.0,"Rs. 4,052","Rs. 3,500"
PR009056,2026-07-09,MANDI036,KURUKSHETRA,Cotton,6574.031087982786,8076.46,7325.24,6620.0,705.2399999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009056,2026/07/09,mandi_036,Kurukshetra,Cotton,6574.031087982786,"8,076.46/-",7325.24,6620
PR002639,2026-08-21,NA,NA,Sugarcane,3079.0,3624.43,3351.4722426099065,3500.0,-148.52775739009348,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR002639,21/08/2026,NA,Ludhiana,गन्ना,"Rs. 3,079",3624.43,3351.4722426099065,3500
PR004313,2026-03-19,MANDI033,AMBALA,Maize,1806.85,2034.45,1921.0,2090.0,-169.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004313,2026/03/19,MANDI033,Bathinda,corn,1806.85,"₹2,034.45","INR 1,921","₹2,090.00"
PR009319,2026-05-14,MANDI052,Saharanpur,Maize,NA,2210.0,2068.39,2090.0,-21.610000000000127,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009319,14/05/2026,mandi_052,Amritsar,Makka,,"₹2,210.00",2068.39,"₹2,090.00"
PR005716,2026-03-30,MANDI028,Hisar,Cotton,5967.36,6761.0,6364.08,6620.0,-255.92000000000007,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR005716,30/03/2026,MANDI028,,cotton,5967.36,"INR 6,761",6364.08,"6,620.00/-"
PR004229,2026-02-17,MANDI031,Sirsa,Sugarcane,3172.37,3628.45,3400.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR004229,2026/02/17,MANDI031,Moga,Sugarcane,3172.37,"₹3,628.45","Rs. 3,400",
PR007311,2026-05-15,MANDI013,Patiala,Maize,2015.0,2129.57,2072.33,2090.0,-17.670000000000073,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007311,15/05/2026,MANDI013,Hisar,मक्का,"Rs. 2,015",2129.57,2072.33,2090
PR010866,2026-05-23,NA,NA,Maize,2172.01,2510.7,2341.3530550805945,2090.0,251.35305508059446,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR010866,23.05.2026,NA,Moga,Makki,2172.01,2510.7,2341.3530550805945,2090
PR008581,2026-02-04,NA,NA,Rice,2286.12,2502.69,2394.404811079956,2183.0,211.40481107995583,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR008581,2026-02-04,NA,Jalandhar,paddy,"₹2,286.12","₹2,502.69",2394.404811079956,"₹2,183.00"
PR010657,2026-04-09,MANDI051,Saharanpur,Wheat,2188.53,2451.53,2320.03,2275.0,45.0300000000002,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010657,09/04/2026,MANDI051,Fatehabad,Gehun,2188.53,2451.53,"₹2,320.03",2275
PR003095,2026-06-09,MANDI002,Ludhiana,Wheat,2380.0,2532.3,2456.25,2275.0,181.25,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR003095,2026-06-09,MANDI002,NA,गेहूं,"Rs. 2,380",2532.3,"₹2,456.25","INR 2,275"
PR000772,2026-01-14,MANDI037,Kurukshetra,Wheat,2224.0,2777.8,2500.7081730012005,2275.0,225.70817300120052,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000772,01-14-2026,MANDI037,Bathinda,GEHUN,"Rs. 2,224",2777.8,2500.7081730012005,2275
PR011239,2026-05-20,NA,NA,Wheat,2387.08,2825.09,2606.09,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR011239,20.05.2026,NA,Fatehabad,GEHUN,2387.08,"₹2,825.09","₹2,606.09",
PR011994,2026-07-10,MANDI033,AMBALA,Rice,2128.98,NA,2221.74,2183.0,38.73999999999978,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011994,10.07.2026,MANDI033,Ambala,Paddy,"2,128.98/-",,2221.74,2183
PR000508,2026-06-07,MANDI051,Saharanpur,Mustard,5203.89,6243.25,5724.0,5650.0,74.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000508,2026/06/07,MANDI051,Sirsa,mustard,5203.89,"₹6,243.25","Rs. 5,724","INR 5,650"
PR002771,2026-04-12,MANDI038,Kurukshetra,Cotton,6441.0,7657.92,7049.0,6620.0,429.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002771,12-Apr-2026,MANDI-038,Jalandhar,cotton,"INR 6,441","₹7,657.92","INR 7,049",6620
PR006628,2026-08-06,MANDI049,Muzaffarnagar,Sugarcane,3372.327948062676,3762.56,3567.44,3500.0,67.44000000000005,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006628,08-06-2026,mandi049,Kurukshetra,Ganna,3372.327948062676,3762.56,3567.44,3500
PR002544,2026-05-17,MANDI042,Fatehabad,Cotton,6234.0,7158.0,6696.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR002544,2026-05-17,MANDI042,Amritsar,Cotton,"INR 6,234","INR 7,158","Rs. 6,696",
PR002002,2026-01-11,MANDI042,Fatehabad,Maize,1881.0,2051.9,1967.0,2090.0,-123.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002002,11-Jan-2026,MANDI042,Hisar,Makki,"Rs. 1,881","2,051.90/-","INR 1,967",2090
PR009272,2026-02-03,MANDI017,NA,Mustard,4977.2,5400.0,5188.68,5650.0,-461.3199999999997,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR009272,2026-02-03,MANDI-017,Hisar,सरसों,4977.2,"INR 5,400","5,188.68/-","₹5,650.00"
PR002393,2026-05-17,MANDI036,KURUKSHETRA,Wheat,2026.0,2237.74,2132.11,2275.0,-142.88999999999987,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002393,17.05.2026,mandi_036,Patiala,Kanak,"INR 2,026","₹2,237.74","2,132.11/-",2275
PR010550,2026-03-26,MANDI006,Amritsar,Cotton,6621.79,7601.0,7111.64235879425,6620.0,491.64235879424996,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010550,2026-03-26,MANDI-006,Patiala,Cotton,6621.79,"INR 7,601",7111.64235879425,"₹6,620.00"
PR000486,2026-01-11,MANDI039,NA,Sugarcane,3047.451790040224,3318.0,3182.5057141706375,3500.0,-317.4942858293625,True,Parsed: assumed format by separator,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR000486,11/01/2026,MANDI039,Moga,Sugarcane,3047.451790040224,"Rs. 3,318",3182.5057141706375,"INR 3,500"
PR003979,2026-06-04,MANDI043,Agra,Wheat,2313.0,2446.0,2379.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR003979,2026-06-04,M043,Bathinda,GEHUN,"INR 2,313","INR 2,446","INR 2,379",
PR007916,2026-09-06,MANDI056,Bareilly,Sugarcane,3109.0,3584.12,3346.0,3500.0,-154.0,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007916,06/09/2026,MANDI056,Kurukshetra,Sugarcane,"INR 3,109",3584.12,"Rs. 3,346","Rs. 3,500"
PR009187,2026-02-08,MANDI056,Bareilly,Mustard,4867.13,5237.45,5052.29,5650.0,-597.71,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009187,08-Feb-2026,mandi056,Ludhiana,सरसों,"₹4,867.13",5237.45,"₹5,052.29","₹5,650.00"
PR005833,2026-01-01,MANDI023,KARNAL,Mustard,4807.96,5908.4,5358.18,5650.0,-291.8199999999997,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005833,01/01/2026,MANDI023,Bathinda,Sarso,"₹4,807.96",5908.4,5358.18,"₹5,650.00"
PR005180,2026-06-18,NA,NA,Maize,2106.0,2299.0,2203.0,2090.0,113.0,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR005180,2026-06-18,NA,Amritsar,Makka,"INR 2,106","Rs. 2,299","INR 2,203","Rs. 2,090"
PR010539,2026-06-07,MANDI053,Saharanpur,Wheat,2243.75,2378.0,2310.94,2275.0,35.940000000000055,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010539,06-07-2026,MANDI-053,Ambala,WHEAT,"₹2,243.75","Rs. 2,378",2310.94,"₹2,275.00"
PR005654,2026-02-16,MANDI011,Patiala,Wheat,2051.1,2258.25,2155.0,2275.0,-120.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005654,16/02/2026,MANDI-011,Ferozepur,wheat,"₹2,051.10",2258.25,"Rs. 2,155",2275
PR008633,2026-07-06,MANDI010,Jalandhar,Cotton,6616.83,7040.0,6828.520625512403,6620.0,208.52062551240306,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008633,06-Jul-2026,M010,Bathinda,cotton,6616.83,"INR 7,040",6828.520625512403,"Rs. 6,620"
PR002612,2026-08-05,MANDI006,Amritsar,Maize,2038.99,2535.0,2287.04,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR002612,2026-08-05,006,Ferozepur,Makka,"₹2,038.99","Rs. 2,535",2287.04,
PR000031,2026-08-15,MANDI057,Bareilly,Mustard,5792.76,NA,6451.75,5650.0,801.75,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000031,15.08.2026,mandi_057,Hisar,Sarso,"₹5,792.76",,"₹6,451.75","₹5,650.00"
PR009945,2026-07-12,MANDI005,Amritsar,Cotton,6066.0,7419.84,6742.72,6620.0,122.72000000000025,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR009945,12-Jul-2026,MANDI005,NA,cotton,"INR 6,066","₹7,419.84","6,742.72/-","Rs. 6,620"
PR008523,2026-06-21,MANDI034,Ambala,Maize,1883.37,2059.03,NA,NA,NA,NA,Parsed: unambiguous,Matched,Agrees with master,Unavailable: missing modal price,PR008523,21.06.2026,M034,Ambala,Makka,1883.37,2059.03,,
PR007083,2026-07-26,MANDI021,Ferozepur,Mustard,5522.92,6721.24,6122.08,5650.0,472.0799999999999,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007083,26.07.2026,MANDI021,Fatehabad,Mustard,"5,522.92/-",6721.24,6122.08,"5,650.00/-"
PR000625,2026-01-21,MANDI042,Fatehabad,Sugarcane,3621.43,3950.69,3786.06,3500.0,286.05999999999995,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000625,21-Jan-2026,MANDI042,Kurukshetra,Sugarcane,3621.43,"₹3,950.69","3,786.06/-","₹3,500.00"
PR011932,2026-02-18,MANDI022,Karnal,Rice,1973.0,2187.0,2079.85,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR011932,18.02.2026,MANDI022,Jalandhar,paddy,"Rs. 1,973","Rs. 2,187",2079.85,
PR009163,2026-04-12,NA,NA,Sugarcane,3562.0,4341.0,3952.0,3500.0,452.0,False,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR009163,12.04.2026,NA,Jalandhar,sugarcane,"Rs. 3,562","Rs. 4,341","Rs. 3,952",3500
PR004639,2026-08-23,MANDI001,ludhiana,Wheat,2183.85,2510.0,2347.05,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR004639,23/08/2026,mandi_001,Patiala,WHEAT,2183.85,"INR 2,510","2,347.05/-",
PR001283,2026-06-10,MANDI033,AMBALA,Rice,1993.0,2153.57,2073.4,2183.0,-109.59999999999991,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001283,10/06/2026,M033,Fatehabad,Rice,"INR 1,993","₹2,153.57",2073.4,2183
